Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths
07/29/2020,02/01/2020,07/25/2020,Idaho,Female,25-34 years,0.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Female,35-44 years,0.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Female,45-54 years,
07/29/2020,02/01/2020,07/25/2020,Idaho,Female,55-64 years,
07/29/2020,02/01/2020,07/25/2020,Idaho,Female,65-74 years,11.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Female,75-84 years,20.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Female,85 years and over,37.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Female,All ages,71.0
07/29/2020,02/01/2020,07/25/2020,Idaho,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Idaho Total,All,All Ages,141.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Male,Under 1 year,
07/29/2020,02/01/2020,07/25/2020,Illinois,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Male,5-14 years,
07/29/2020,02/01/2020,07/25/2020,Illinois,Male,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Illinois,Male,25-34 years,40.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Male,35-44 years,118.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Male,45-54 years,283.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Male,55-64 years,576.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Male,65-74 years,935.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Male,75-84 years,952.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Male,85 years and over,777.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Male,All ages,3690.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Female,Under 1 year,
07/29/2020,02/01/2020,07/25/2020,Illinois,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Female,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Illinois,Female,25-34 years,19.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Female,35-44 years,43.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Female,45-54 years,109.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Female,55-64 years,295.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Female,65-74 years,523.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Female,75-84 years,735.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Female,85 years and over,1303.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Female,All ages,3033.0
07/29/2020,02/01/2020,07/25/2020,Illinois,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Illinois Total,All,All Ages,6723.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Male,1-4 years,
07/29/2020,02/01/2020,07/25/2020,Indiana,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Male,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Indiana,Male,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Indiana,Male,35-44 years,13.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Male,45-54 years,49.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Male,55-64 years,171.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Male,65-74 years,372.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Male,75-84 years,404.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Male,85 years and over,386.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Male,All ages,1406.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Female,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Indiana,Female,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Indiana,Female,35-44 years,15.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Female,45-54 years,34.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Female,55-64 years,101.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Female,65-74 years,218.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Female,75-84 years,406.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Female,85 years and over,619.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Female,All ages,1396.0
07/29/2020,02/01/2020,07/25/2020,Indiana,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Indiana Total,All,All Ages,2802.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Male,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Male,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Iowa,Male,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Iowa,Male,45-54 years,24.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Male,55-64 years,64.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Male,65-74 years,106.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Male,75-84 years,103.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Male,85 years and over,129.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Male,All ages,438.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Female,Under 1 year,
07/29/2020,02/01/2020,07/25/2020,Iowa,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Female,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Iowa,Female,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Iowa,Female,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Iowa,Female,45-54 years,10.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Female,55-64 years,43.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Female,65-74 years,72.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Female,75-84 years,85.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Female,85 years and over,154.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Female,All ages,375.0
07/29/2020,02/01/2020,07/25/2020,Iowa,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Iowa Total,All,All Ages,813.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Male,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Male,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Kansas,Male,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Kansas,Male,45-54 years,14.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Male,55-64 years,33.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Male,65-74 years,35.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Male,75-84 years,46.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Male,85 years and over,41.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Male,All ages,176.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Female,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Female,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Kansas,Female,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Kansas,Female,45-54 years,
07/29/2020,02/01/2020,07/25/2020,Kansas,Female,55-64 years,17.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Female,65-74 years,25.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Female,75-84 years,29.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Female,85 years and over,75.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Female,All ages,153.0
07/29/2020,02/01/2020,07/25/2020,Kansas,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Kansas Total,All,All Ages,329.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Male,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Male,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Kentucky,Male,35-44 years,10.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Male,45-54 years,16.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Male,55-64 years,42.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Male,65-74 years,94.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Male,75-84 years,72.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Male,85 years and over,75.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Male,All ages,311.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Female,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Female,25-34 years,0.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Female,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Kentucky,Female,45-54 years,10.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Female,55-64 years,29.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Female,65-74 years,53.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Female,75-84 years,98.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Female,85 years and over,180.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Female,All ages,371.0
07/29/2020,02/01/2020,07/25/2020,Kentucky,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Kentucky Total,All,All Ages,682.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Male,1-4 years,
07/29/2020,02/01/2020,07/25/2020,Louisiana,Male,5-14 years,
07/29/2020,02/01/2020,07/25/2020,Louisiana,Male,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Louisiana,Male,25-34 years,11.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Male,35-44 years,41.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Male,45-54 years,112.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Male,55-64 years,261.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Male,65-74 years,431.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Male,75-84 years,500.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Male,85 years and over,338.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Male,All ages,1700.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Female,Under 1 year,
07/29/2020,02/01/2020,07/25/2020,Louisiana,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Female,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Louisiana,Female,25-34 years,13.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Female,35-44 years,33.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Female,45-54 years,62.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Female,55-64 years,183.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Female,65-74 years,276.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Female,75-84 years,432.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Female,85 years and over,506.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Female,All ages,1508.0
07/29/2020,02/01/2020,07/25/2020,Louisiana,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Louisiana Total,All,All Ages,3208.0
07/29/2020,02/01/2020,07/25/2020,Maine,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Maine,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Maine,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Maine,Male,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,Maine,Male,25-34 years,0.0
07/29/2020,02/01/2020,07/25/2020,Maine,Male,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Maine,Male,45-54 years,
07/29/2020,02/01/2020,07/25/2020,Maine,Male,55-64 years,
07/29/2020,02/01/2020,07/25/2020,Maine,Male,65-74 years,15.0
07/29/2020,02/01/2020,07/25/2020,Maine,Male,75-84 years,17.0
07/29/2020,02/01/2020,07/25/2020,Maine,Male,85 years and over,18.0
07/29/2020,02/01/2020,07/25/2020,Maine,Male,All ages,60.0
07/29/2020,02/01/2020,07/25/2020,Maine,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Maine,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Maine,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Maine,Female,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,Maine,Female,25-34 years,0.0
07/29/2020,02/01/2020,07/25/2020,Maine,Female,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Maine,Female,45-54 years,
07/29/2020,02/01/2020,07/25/2020,Maine,Female,55-64 years,
07/29/2020,02/01/2020,07/25/2020,Maine,Female,65-74 years,
07/29/2020,02/01/2020,07/25/2020,Maine,Female,75-84 years,22.0
07/29/2020,02/01/2020,07/25/2020,Maine,Female,85 years and over,36.0
07/29/2020,02/01/2020,07/25/2020,Maine,Female,All ages,71.0
07/29/2020,02/01/2020,07/25/2020,Maine,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Maine Total,All,All Ages,131.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Male,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Maryland,Male,25-34 years,27.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Male,35-44 years,60.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Male,45-54 years,115.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Male,55-64 years,287.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Male,65-74 years,400.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Male,75-84 years,529.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Male,85 years and over,444.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Male,All ages,1866.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Female,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Maryland,Female,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Maryland,Female,35-44 years,20.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Female,45-54 years,69.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Female,55-64 years,158.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Female,65-74 years,325.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Female,75-84 years,480.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Female,85 years and over,748.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Female,All ages,1811.0
07/29/2020,02/01/2020,07/25/2020,Maryland,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Maryland Total,All,All Ages,3677.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Male,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Male,25-34 years,10.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Male,35-44 years,30.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Male,45-54 years,93.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Male,55-64 years,330.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Male,65-74 years,716.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Male,75-84 years,1118.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Male,85 years and over,1352.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Male,All ages,3653.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Female,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Female,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Female,35-44 years,13.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Female,45-54 years,64.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Female,55-64 years,193.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Female,65-74 years,479.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Female,75-84 years,1022.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Female,85 years and over,2363.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Female,All ages,4142.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Massachusetts Total,All,All Ages,7795.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Male,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Michigan,Male,25-34 years,25.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Male,35-44 years,57.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Male,45-54 years,201.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Male,55-64 years,427.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Male,65-74 years,787.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Male,75-84 years,818.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Male,85 years and over,627.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Male,All ages,2944.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Female,5-14 years,
07/29/2020,02/01/2020,07/25/2020,Michigan,Female,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Michigan,Female,25-34 years,13.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Female,35-44 years,32.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Female,45-54 years,118.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Female,55-64 years,270.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Female,65-74 years,559.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Female,75-84 years,670.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Female,85 years and over,1037.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Female,All ages,2704.0
07/29/2020,02/01/2020,07/25/2020,Michigan,Unknown,All ages,
07/29/2020,02/01/2020,07/25/2020,Michigan Total,All,All Ages,5649.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Male,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Minnesota,Male,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Minnesota,Male,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Minnesota,Male,45-54 years,24.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Male,55-64 years,78.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Male,65-74 years,138.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Male,75-84 years,222.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Male,85 years and over,267.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Male,All ages,740.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Female,Under 1 year,
07/29/2020,02/01/2020,07/25/2020,Minnesota,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Female,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Female,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Minnesota,Female,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Minnesota,Female,45-54 years,14.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Female,55-64 years,41.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Female,65-74 years,112.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Female,75-84 years,192.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Female,85 years and over,425.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Female,All ages,792.0
07/29/2020,02/01/2020,07/25/2020,Minnesota,Unknown,All ages,0.0
07/29/2020,02/01/2020,07/25/2020,Minnesota Total,All,All Ages,1532.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Male,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Mississippi,Male,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Mississippi,Male,35-44 years,18.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Male,45-54 years,46.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Male,55-64 years,102.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Male,65-74 years,163.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Male,75-84 years,174.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Male,85 years and over,96.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Male,All ages,607.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Female,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Female,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Mississippi,Female,35-44 years,20.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Female,45-54 years,44.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Female,55-64 years,104.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Female,65-74 years,135.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Female,75-84 years,169.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Female,85 years and over,210.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Female,All ages,689.0
07/29/2020,02/01/2020,07/25/2020,Mississippi,Unknown,All ages,
07/29/2020,02/01/2020,07/25/2020,Mississippi Total,All,All Ages,1297.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Male,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Male,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Male,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Male,15-24 years,0.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Male,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Missouri,Male,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Missouri,Male,45-54 years,25.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Male,55-64 years,64.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Male,65-74 years,127.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Male,75-84 years,154.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Male,85 years and over,140.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Male,All ages,515.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Female,Under 1 year,0.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Female,1-4 years,0.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Female,5-14 years,0.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Female,15-24 years,
07/29/2020,02/01/2020,07/25/2020,Missouri,Female,25-34 years,
07/29/2020,02/01/2020,07/25/2020,Missouri,Female,35-44 years,
07/29/2020,02/01/2020,07/25/2020,Missouri,Female,45-54 years,12.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Female,55-64 years,41.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Female,65-74 years,87.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Female,75-84 years,127.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Female,85 years and over,263.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Female,All ages,541.0
07/29/2020,02/01/2020,07/25/2020,Missouri,Unknown,All ages,0.0
